sl no,Detection Name,Category,TTP,Severity
465,Vim GTFOBin Abuse - Linux,linux,"T1059, T1083",high
466,Webshell Remote Command Execution,linux,T1505.003,critical
467,Wget Creating Files in Tmp Directory,linux,T1105,medium
468,Binary Padding - MacOS,macos,T1027.001,high
469,Clipboard Access Via OSAScript,macos,"T1115, T1059.002",medium
470,Creation Of A Local User Account,macos,T1136.001,low
471,Credentials from Password Stores - Keychain,macos,T1555.001,medium
472,Credentials In Files,macos,T1552.001,high
473,Decode Base64 Encoded Text -MacOs,macos,T1027,low
474,Disable Security Tools,macos,T1685,medium
475,Disk Image Creation Via Hdiutil - MacOS,macos,,medium
476,Disk Image Mounting Via Hdiutil - MacOS,macos,"T1566.001, T1560.001",medium
477,File and Directory Discovery - MacOS,macos,T1083,informational
478,File Download Via Nscurl - MacOS,macos,T1105,medium
479,File Time Attribute Change,macos,T1070.006,medium
480,Gatekeeper Bypass via Xattr,macos,T1553.001,low
481,Guest Account Enabled Via Sysadminctl,macos,"T1078, T1078.001",low
482,GUI Input Capture - macOS,macos,T1056.002,low
483,Hidden Flag Set On File/Directory Via Chflags - MacOS,macos,"T1218, T1564.004, T1552.001, T1105",medium
484,Hidden User Creation,macos,T1564.002,medium
485,Indicator Removal on Host - Clear Mac System Logs,macos,T1685.006,medium
486,JAMF MDM Execution,macos,,low
487,JAMF MDM Potential Suspicious Child Process,macos,,medium
488,JXA In-memory Execution Via OSAScript,macos,"T1059.002, T1059.007",high
489,Launch Agent/Daemon Execution Via Launchctl,macos,"T1569.001, T1543.001, T1543.004",medium
490,Local Groups Discovery - MacOs,macos,T1069.001,informational
491,Local System Accounts Discovery - MacOs,macos,T1087.001,low
492,MacOS Emond Launch Daemon,macos,T1546.014,medium
493,MacOS Network Service Scanning,macos,T1046,low
494,Macos Remote System Discovery,macos,T1018,informational
495,MacOS Scripting Interpreter AppleScript,macos,T1059.002,medium
496,Network Sniffing - MacOs,macos,T1040,informational
497,New File Exclusion Added To Time Machine Via Tmutil - MacOS,macos,T1490,medium
498,Osacompile Execution By Potentially Suspicious Applet/Osascript,macos,T1059.002,medium
499,OSACompile Run-Only Execution,macos,T1059.002,high
500,Payload Decoded and Decrypted via Built-in Utilities,macos,"T1059, T1204, T1140",medium
501,Potential Base64 Decoded From Images,macos,T1140,high
502,Potential Discovery Activity Using Find - MacOS,macos,T1083,medium
503,Potential In-Memory Download And Compile Of Payloads,macos,"T1059.007, T1105",medium
504,Potential Persistence Via PlistBuddy,macos,"T1543.001, T1543.004",high
505,Potential WizardUpdate Malware Infection,macos,,high
506,Potential XCSSET Malware Infection,macos,,medium
507,Remote Access Tool - Potential MeshAgent Execution - MacOS,macos,T1219.002,medium
508,Remote Access Tool - Renamed MeshAgent Execution - MacOS,macos,"T1219.002, T1036.003",high
509,Remote Access Tool - Team Viewer Session Started On MacOS Host,macos,T1133,low
510,Root Account Enable Via Dsenableroot,macos,"T1078, T1078.001, T1078.003",medium
511,Scheduled Cron Task/Job - MacOs,macos,T1053.003,medium
512,Screen Capture - macOS,macos,T1113,low
513,Security Software Discovery - MacOs,macos,T1518.001,medium
514,Space After Filename - macOS,macos,T1036.006,low
515,Split A File Into Pieces,macos,T1030,low
516,Startup Item File Created - MacOS,macos,T1037.005,low
517,Suspicious Browser Child Process - MacOS,macos,"T1189, T1203, T1059",medium
518,Suspicious Execution via macOS Script Editor,macos,"T1566, T1566.002, T1059, T1059.002, T1204, T1204.001, T1553",medium
519,Suspicious History File Operations,macos,T1552.003,medium
520,Suspicious Installer Package Child Process,macos,"T1059, T1059.007, T1071, T1071.001",medium
521,Suspicious MacOS Firmware Activity,macos,,medium
522,Suspicious Microsoft Office Child Process - MacOS,macos,"T1059.002, T1137.002, T1204.002",high
523,System Information Discovery Using Ioreg,macos,T1082,medium
524,System Information Discovery Using sw_vers,macos,T1082,medium
525,System Information Discovery Using System_Profiler,macos,"T1082, T1497.001",medium
526,System Information Discovery Via Sysctl - MacOS,macos,"T1497.001, T1082",medium
527,System Integrity Protection (SIP) Disabled,macos,T1518.001,medium
528,System Integrity Protection (SIP) Enumeration,macos,T1518.001,low
529,System Network Connections Discovery - MacOs,macos,T1049,informational
530,System Network Discovery - macOS,macos,T1016,informational
531,System Shutdown/Reboot - MacOs,macos,T1529,informational
532,Time Machine Backup Deletion Attempt Via Tmutil - MacOS,macos,T1490,medium
533,Time Machine Backup Disabled Via Tmutil - MacOS,macos,T1490,medium
534,User Added To Admin Group Via Dscl,macos,T1078.003,medium
535,User Added To Admin Group Via DseditGroup,macos,T1078.003,medium
536,User Added To Admin Group Via Sysadminctl,macos,T1078.003,medium
537,Cisco BGP Authentication Failures,network,"T1078, T1110, T1557",low
538,Cisco Clear Logs,network,T1070.003,high
539,Cisco Collect Data,network,"T1087.001, T1552.001, T1005",low
540,Cisco Crypto Commands,network,"T1553.004, T1552.004",high
541,Cisco Denial of Service,network,"T1495, T1529, T1565.001",medium
542,Cisco Disabling Logging,network,T1685,high
543,Cisco Discovery,network,"T1083, T1201, T1057, T1018, T1082, T1016, T1049, T1033, T1124",low
544,Cisco Dot1x Disabled,network,"T1685, T1556.004",medium
545,Cisco File Deletion,network,"T1070.004, T1561.001, T1561.002",medium
546,Cisco LDP Authentication Failures,network,"T1078, T1110, T1557",low
547,Cisco Local Accounts,network,"T1136.001, T1098",high
548,Cisco Modify Configuration,network,"T1490, T1505, T1565.002, T1053",medium
549,Cisco Show Commands Input,network,T1552.003,medium
550,Cisco Sniffing,network,T1040,medium
551,Cisco Stage Data,network,"T1074, T1105, T1560.001",low
552,Cleartext Protocol Usage,network,,low
553,Cobalt Strike DNS Beaconing,network,T1071.004,critical
554,Default Cobalt Strike Certificate,network,,high
555,DNS Events Related To Mining Pools,network,"T1569.002, T1496",low
556,DNS Query to External Service Interaction Domains,network,"T1190, T1595.002",high
557,DNS TOR Proxies,network,T1048,medium
558,DNS TXT Answer with Possible Execution Strings,network,T1071.004,high
559,Executable from Webdav,network,T1105,medium
560,First Time Seen Remote Named Pipe - Zeek,network,T1021.002,high
561,FortiGate - Firewall Address Object Added,network,T1686.002,medium
562,FortiGate - New Administrator Account Created,network,T1136.001,medium
563,FortiGate - New Firewall Policy Added,network,T1686.002,medium
564,FortiGate - New Local User Created,network,T1136.001,medium
565,FortiGate - New VPN SSL Web Portal Added,network,T1133,medium
566,FortiGate - User Group Modified,network,,medium
567,FortiGate - VPN SSL Settings Modified,network,T1133,medium
568,HTTP Request to Low Reputation TLD or Suspicious File Extension,network,,medium
569,Huawei BGP Authentication Failures,network,"T1078, T1110, T1557",low
570,Juniper BGP Missing MD5,network,"T1078, T1110, T1557",low
571,Kerberos Network Traffic RC4 Ticket Encryption,network,T1558.003,medium
572,MITRE BZAR Indicators for Execution,network,"T1047, T1053.002, T1569.002",medium
573,MITRE BZAR Indicators for Persistence,network,T1547.004,medium
574,Monero Crypto Coin Mining Pool Lookup,network,"T1496, T1567",high
575,New Kind of Network (NKN) Detection,network,,low
576,Possible Impacket SecretDump Remote Activity - Zeek,network,"T1003.002, T1003.004, T1003.003",high
577,Potential PetitPotam Attack Via EFS RPC Calls,network,"T1557.001, T1187",medium
578,Publicly Accessible RDP Service,network,T1021.001,high
579,Remote Task Creation via ATSVC Named Pipe - Zeek,network,T1053.002,medium
580,SMB Spoolss Name Piped Usage,network,T1021.002,medium
581,Suspicious Access to Sensitive File Extensions - Zeek,network,,medium
582,Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing - Network,network,"T1557.001, T1187",high
583,Suspicious DNS Query with B64 Encoded String,network,"T1048.003, T1071.004",medium
584,Suspicious DNS Z Flag Bit Set,network,"T1095, T1571",medium
585,Suspicious PsExec Execution - Zeek,network,T1021.002,high
586,Telegram Bot API Request,network,T1102.002,medium
587,Transferring Files with Credential Data via Network Shares - Zeek,network,"T1003.002, T1003.001, T1003.003",medium
588,Wannacry Killswitch Domain,network,T1071.001,high
589,WebDav Put Request,network,T1048.003,low
590,Apache Segmentation Fault,web,T1499.004,high
591,Apache Threading Error,web,"T1190, T1210",medium
592,APT User Agent,web,T1071.001,high
593,Bitsadmin to Uncommon IP Server Address,web,"T1071.001, T1197",high
594,Bitsadmin to Uncommon TLD,web,"T1071.001, T1197",high
595,Cross Site Scripting Strings,web,T1189,high
596,Crypto Miner User Agent,web,T1071.001,high
597,Download from Suspicious Dyndns Hosts,web,"T1105, T1568",medium
598,Download From Suspicious TLD - Blacklist,web,"T1566, T1203, T1204.002",low
599,Download From Suspicious TLD - Whitelist,web,"T1566, T1203, T1204.002",low
600,Exploit Framework User Agent,web,T1071.001,high
601,F5 BIG-IP iControl Rest API Command Execution - Proxy,web,T1190,medium
602,F5 BIG-IP iControl Rest API Command Execution - Webserver,web,T1190,medium
603,Flash Player Update from Suspicious Location,web,"T1189, T1204.002, T1036.005",high
604,Hack Tool User Agent,web,"T1190, T1110",high
605,HackTool - BabyShark Agent Default URL Pattern,web,T1071.001,critical
606,HackTool - CobaltStrike Malleable Profile Patterns - Proxy,web,T1071.001,high
607,HackTool - Empire UserAgent URI Combo,web,T1071.001,high
608,HTTP Request With Empty User Agent,web,T1071.001,medium
609,Java Payload Strings,web,T1190,high
610,JNDIExploit Pattern,web,T1190,high
611,Malware User Agent,web,T1071.001,high
612,Nginx Core Dump,web,T1499.004,high
613,Path Traversal Exploitation Attempts,web,T1190,medium
614,Potential Base64 Encoded User-Agent,web,T1071.001,medium
615,Potential Hello-World Scraper Botnet Activity,web,T1595,medium
616,PUA - Advanced IP/Port Scanner Update Check,web,T1590,medium
617,PwnDrp Access,web,"T1071.001, T1102.001, T1102.003",critical
618,Raw Paste Service Access,web,"T1071.001, T1102.001, T1102.003",high
619,Rclone Activity via Proxy,web,T1567.002,medium
620,Server Side Template Injection Strings,web,T1221,high
621,Source Code Enumeration Detection by Keyword,web,T1083,medium
622,SQL Injection Strings In URI,web,T1190,high
623,Successful IIS Shortname Fuzzing Scan,web,T1190,medium
624,Suspicious Base64 Encoded User-Agent,web,T1071.001,medium
625,Suspicious External WebDAV Execution,web,"T1584, T1566",high
626,Suspicious Network Communication With IPFS,web,T1056,low
627,Suspicious User Agent,web,T1071.001,high
628,Suspicious User-Agents Related To Recon Tools,web,T1190,medium
629,Suspicious Windows Strings In URI,web,T1505.003,high
630,Telegram API Access,web,"T1071.001, T1102.002",medium
631,Webshell ReGeorg Detection Via Web Logs,web,T1505.003,high
632,Windows PowerShell User Agent,web,T1071.001,medium
633,Windows WebDAV User Agent,web,T1071.001,high
634,Windows Webshell Strings,web,T1505.003,high
635,.RDP File Created By Uncommon Application,windows,,high
636,7Zip Compressing Dump Files,windows,T1560.001,medium
637,A Member Was Added to a Security-Enabled Global Group,windows,T1098,low
638,A Member Was Removed From a Security-Enabled Global Group,windows,T1098,low
639,A New Trust Was Created To A Domain,windows,T1098,medium
640,A Rule Has Been Deleted From The Windows Firewall Exception List,windows,T1686.003,medium
641,A Security-Enabled Global Group Was Deleted,windows,T1098,low
642,AADInternals PowerShell Cmdlets Execution - ProccessCreation,windows,,high
643,AADInternals PowerShell Cmdlets Execution - PsScript,windows,,high
644,Abusable DLL Potential Sideloading From Suspicious Location,windows,T1059,high
645,Abuse of Service Permissions to Hide Services Via Set-Service,windows,T1574.011,high
646,Abuse of Service Permissions to Hide Services Via Set-Service - PS,windows,T1574.011,high
647,Abused Debug Privilege by Arbitrary Parent Processes,windows,T1548,high
648,Abusing Print Executable,windows,T1218,medium
649,Access To ADMIN$ Network Share,windows,T1021.002,low
650,Access to Browser Login Data,windows,T1555.003,medium
651,Access To Crypto Currency Wallets By Uncommon Applications,windows,T1003,medium
652,Access To Potentially Sensitive Sysvol Files By Uncommon Applications,windows,T1552.006,medium
653,Access To Windows Credential History File By Uncommon Applications,windows,T1555.004,medium
654,Access To Windows DPAPI Master Keys By Uncommon Applications,windows,T1555.004,medium
655,Account Tampering - Suspicious Failed Logon Reasons,windows,T1078,medium
656,Activate Suppression of Windows Security Center Notifications,windows,T1112,medium
657,Active Directory Certificate Services Denied Certificate Enrollment Request,windows,T1553.004,low
658,Active Directory Computers Enumeration With Get-AdComputer,windows,"T1018, T1087.002",low
659,Active Directory Database Snapshot Via ADExplorer,windows,"T1087.002, T1069.002, T1482",medium
660,Active Directory Group Enumeration With Get-AdGroup,windows,T1069.002,low
661,Active Directory Replication from Non Machine Account - DcSync Indicator,windows,T1003.006,medium
662,Active Directory Structure Export Via Csvde.EXE,windows,T1087.002,medium
663,Active Directory Structure Export Via Ldifde.EXE,windows,,medium
664,Active Directory User Backdoors,windows,T1098,high
665,AD Groups Or Users Enumeration Using PowerShell - PoshModule,windows,T1069.001,low
666,AD Groups Or Users Enumeration Using PowerShell - ScriptBlock,windows,T1069.001,low
667,AD Object WriteDAC Access,windows,T1222.001,critical
668,AD Privileged Users or Groups Reconnaissance,windows,T1087.002,high
669,ADCS Certificate Template Configuration Vulnerability,windows,,low
670,ADCS Certificate Template Configuration Vulnerability with Risky EKU,windows,,high
671,Add Debugger Entry To AeDebug For Persistence,windows,,medium
672,Add Debugger Entry To Hangs Key For Persistence,windows,,high
673,Add DisallowRun Execution to Registry,windows,T1112,medium
674,Add Insecure Download Source To Winget,windows,T1059,high
675,Add New Download Source To Winget,windows,T1059,medium
676,Add or Remove Computer from DC,windows,T1207,low
677,Add Port Monitor Persistence in Registry,windows,T1547.010,medium
678,Add Potential Suspicious New Download Source To Winget,windows,T1059,medium
679,Add SafeBoot Keys Via Reg Utility,windows,T1685,high
680,Add Windows Capability Via PowerShell Cmdlet,windows,,medium
681,Add Windows Capability Via PowerShell Script,windows,,medium
682,AddinUtil.EXE Execution From Uncommon Directory,windows,T1218,medium
683,Addition of SID History to Active Directory Object,windows,T1134.005,medium
684,ADExplorer Writing Complete AD Snapshot Into .dat File,windows,"T1087.002, T1069.002, T1482",medium
685,ADFS Database Named Pipe Connection By Uncommon Tool,windows,T1005,medium
686,Admin User Remote Logon,windows,"T1078.001, T1078.002, T1078.003",low
687,ADS Zone.Identifier Deleted By Uncommon Application,windows,T1070.004,medium
688,ADSI-Cache File Creation By Uncommon Tool,windows,T1001.003,medium
689,Advanced IP Scanner - File Event,windows,T1046,medium
